fecha_o_bloque,producto_id_temporal,codigo,descripcion,tipo_movimiento,cantidad,hoja_origen,fila_origen,columna_origen
Diciembre TOTAL,H1-R241,,ANILLOS DE FT150 PISTON LARGO,entrada,5,Hoja 1 ,241,U
Diciembre TOTAL,H1-R242,ANYA08B,ANILLOS DE BWS100,entrada,2,Hoja 1 ,242,U
Diciembre TOTAL,H1-R243,ANI-M00150-STD,ANILLOS DE DS150 ESTANDAR,entrada,1,Hoja 1 ,243,U
Diciembre TOTAL,H1-R244,ANI-GYG-STD-F,ANILLOS DE DS150 ESTANDAR,entrada,2,Hoja 1 ,244,U
Diciembre TOTAL,H1-R246,ANI-011-IR,ANILLOS DE DT200 Y FT200-TC200,entrada,2,Hoja 1 ,246,U
Diciembre TOTAL,H1-R247,ANI-EX-STD-IR,ANILLOS DE EX200,entrada,2,Hoja 1 ,247,U
Diciembre TOTAL,H1-R248,29-5101,ANILLOS DE FORZA 150,entrada,1,Hoja 1 ,248,U
Diciembre TOTAL,H1-R249,ANI-CGF-STD-F,ANILLOS DE FT125 ESTANDAR,entrada,5,Hoja 1 ,249,U
Diciembre TOTAL,H1-R250,ANI-MT0125-STD,ANILLOS DE FT125 ESTANDAR,entrada,2,Hoja 1 ,250,U
Diciembre TOTAL,H1-R251,ANI-CGG-STD-F,ANILLOS DE FT150 ESTANDAR 2008 PISTON ALTO,entrada,5,Hoja 1 ,251,U
Diciembre TOTAL,H1-R254,ANI-006-IR,ANILLOS DE DM125,entrada,2,Hoja 1 ,254,U
Diciembre TOTAL,H1-R255,ANI-DM-STD-F,ANILLOS DE FT150 Y 150Z  DM150 ESTANDAR 2009-2010,entrada,2,Hoja 1 ,255,U
Diciembre TOTAL,H1-R256,ANI-DM-STD-IR,ANILLOS DE FT150 Y 150Z  DM150 ESTANDAR 2009-2010,entrada,3,Hoja 1 ,256,U
Diciembre TOTAL,H1-R257,ANI-001,ANILLOS DE FT180 FT200 DM200 DT200 TC200,entrada,5,Hoja 1 ,257,U
Diciembre TOTAL,H1-R259,ANI-FT250-F,ANILLOS DE FT250 Y TC-250 Y 250-SZ,entrada,3,Hoja 1 ,259,U
Diciembre TOTAL,H1-R261,ANI-FZ16-STD-IR,ANILLOS DE FZ16,entrada,4,Hoja 1 ,261,U
Diciembre TOTAL,H1-R262,29-7830,ANILLOS DE GONDA CB250,entrada,5,Hoja 1 ,262,U
Diciembre TOTAL,H1-R263,REM2159,ANILLOS DE GTS 175 ESTANDAR,entrada,1,Hoja 1 ,263,U
Diciembre TOTAL,H1-R265,ANI-GTS-STD-F/STD-IR,ANILLOS DE GTS 175 ESTANDAR,entrada,4,Hoja 1 ,265,U
Diciembre TOTAL,H1-R266,29-5350 / 29-5350-001,ANILLOS DE ST70,entrada,7,Hoja 1 ,266,U
Diciembre TOTAL,H1-R267,ANI-007   ANI-003-F,ANILLOS DE YBR125,entrada,4,Hoja 1 ,267,U
Diciembre TOTAL,H1-R268,A14703,ANTICONGELANTE BARDAL CONCENTADO DE GARRAFA,entrada,4,Hoja 1 ,268,U
Diciembre TOTAL,H1-R269,A14701,ANTICONGELANTE BARDAL CONCENTRADO LITRO,entrada,13,Hoja 1 ,269,U
Diciembre TOTAL,H1-R270,,ANTICONGELANTE BARDAL DE LITRO CLIMATIZADO,entrada,18,Hoja 1 ,270,U
Diciembre TOTAL,H1-R271,7509064-14711 COLANT,ANTICONGELANTE BARDAL DE LITRO COLAN,entrada,4,Hoja 1 ,271,U
Diciembre TOTAL,H1-R275,PT55200007 PTI6031,ANTICONGELANTE ROSFRANS DE LITRO CONCENTRADO AZUL,entrada,14,Hoja 1 ,275,U
Diciembre TOTAL,H1-R276,,ANTICONGELANTE FRESCAR DE GARRAFON,entrada,2,Hoja 1 ,276,U
Diciembre TOTAL,H1-R277,7509163 14763,ANTICONGELANTE ROJO 50/50 DE LITRO,entrada,19,Hoja 1 ,277,U
Diciembre TOTAL,H1-R278,7509170 14783,ANTICONGELANTE ROJO 50/50 GARRAFA,entrada,4,Hoja 1 ,278,U
Diciembre TOTAL,H1-R279,87543556 14733,ANTICONGELANTE ROSA DE GARRAFA 4 LITROS,entrada,2,Hoja 1 ,279,U
Diciembre TOTAL,H1-R280,A14731,ANTICONGELANTE ROSA DE LITRO INTELIGENTE,entrada,7,Hoja 1 ,280,U
Diciembre TOTAL,H1-R281,,ANTICONGELANTE DELTE DE GARRAFA,entrada,3,Hoja 1 ,281,U
Diciembre TOTAL,H1-R282,TMA-001,ANTIFAS DE MOTONETA DS O CUBIERTA DE MANUBLEO,entrada,3,Hoja 1 ,282,U
Diciembre TOTAL,H1-R284,8120A-FALK-200,APOLLA BRAZO TRACERO DERECHO DE FALK-200,entrada,1,Hoja 1 ,284,U
Diciembre TOTAL,H1-R285,REM3775,APOLLA BRAZO DERECHO DE 250Z CUERNO,entrada,2,Hoja 1 ,285,U
Diciembre TOTAL,H1-R286,REM3776,APOLLA BRAZO IZQUIRDO DE 250Z CUERNO,entrada,2,Hoja 1 ,286,U
Diciembre TOTAL,H1-R287,REM128 A128,ARANDELA DE RUEDA DE CG,entrada,19,Hoja 1 ,287,U
Diciembre TOTAL,H1-R288,ARA-1534-0050,ARAÑA DE VELOCIMETRO VTO SCREAMER SPORTIVA,entrada,2,Hoja 1 ,288,U
Diciembre TOTAL,H1-R289,ARA-1534-0049,ARAÑA DE VELOCIMETRO VTO STORM 250,entrada,1,Hoja 1 ,289,U
Diciembre TOTAL,H1-R290,ARA-1534-0047,ARAÑA DE VELOCIMETRO VTO RYDER 4.0,entrada,2,Hoja 1 ,290,U
Diciembre TOTAL,H1-R291,ARA-1534-0045,"ARAÑA DE VELOCIM,ETRO VTO LITHIUM 4.0",entrada,2,Hoja 1 ,291,U
Diciembre TOTAL,H1-R292,ARA-1534-0043,ARAÑA DE VELOCIMETRO VTO CYCLONE 200,entrada,1,Hoja 1 ,292,U
Diciembre TOTAL,H1-R293,ARA-1534-0042,ARAÑA DE VELOCIMETRO VTO XPRESS 150/170,entrada,2,Hoja 1 ,293,U
Diciembre TOTAL,H1-R294,EVE-030,ARAÑA DE VELOCIMETRO VTO CROSSMAX-200 CROSSMAX-170,entrada,3,Hoja 1 ,294,U
Diciembre TOTAL,H1-R295,ARA-1534-0041,ARAÑA DE VELOCIMETRO VTO CROSSMAX 250,entrada,2,Hoja 1 ,295,U
Diciembre TOTAL,H1-R296,EVE-023,ARAÑA DE VELOCIMETRO AT110 Y ARGENTA 110,entrada,2,Hoja 1 ,296,U
Diciembre TOTAL,H1-R297,ENG-103,ARAÑA DE VELOCIMETRO AT110SPORT GT110,entrada,2,Hoja 1 ,297,U
Diciembre TOTAL,H1-R298,ENG-115  EVE-014,ARAÑA DE VELOCIMETRO 125Z Y RT200,entrada,3,Hoja 1 ,298,U
Diciembre TOTAL,H1-R299,REM3375,ARAÑA DE VELOCIMETRO DE 250Z Y VORTEX300,entrada,3,Hoja 1 ,299,U
Diciembre TOTAL,H1-R301,ENG-004             EVE-018,ARAÑA DE VELOCIMETRO DE FT125,entrada,5,Hoja 1 ,301,U
Diciembre TOTAL,H1-R302,67-063,ENGRANE DE VELOCIMETRO DE CARGO 150,entrada,2,Hoja 1 ,302,U
Diciembre TOTAL,H1-R303,ENG-005             EVE-019,ARAÑA DE VELOCIMETRO DE FT150,entrada,1,Hoja 1 ,303,U
Diciembre TOTAL,H1-R304,ENG-006             ENG-108,ARAÑA DE VELOCIMETRO DE RC150,entrada,2,Hoja 1 ,304,U
Diciembre TOTAL,H1-R305,EVE-026,ARAÑA DE VELOCIMETRO DE VENTO NITROX-200,entrada,3,Hoja 1 ,305,U
Diciembre TOTAL,H1-R306,BAL7-134,ARAÑA DE VELOCIMETRO DE X125 D125 D150LT,entrada,1,Hoja 1 ,306,U
Diciembre TOTAL,H1-R307,ENG-117       EVE-016,ARAÑA DE VELOCIMETRO DE DM200,entrada,4,Hoja 1 ,307,U
Diciembre TOTAL,H1-R309,ENG-107        EVE-021,ARAÑA DE VELOCIMETRO DE YBR 125,entrada,4,Hoja 1 ,309,U
Diciembre TOTAL,H1-R310,ENG-109      EVE-002,ARAÑA DE VELOCIMETRO DE DM125,entrada,2,Hoja 1 ,310,U
Diciembre TOTAL,H1-R311,ENG-110  EVE-012,ARAÑA DE VELOCIMETRO DE TRN-150 TRN175,entrada,2,Hoja 1 ,311,U
Diciembre TOTAL,H1-R312,ENG-116         EVE-015,ARAÑA DE VELOCIMETRO DE DM150,entrada,3,Hoja 1 ,312,U
Diciembre TOTAL,H1-R313,A354,ARAÑA DE VELOCIMETRO DE MOTONETA DS 150,entrada,2,Hoja 1 ,313,U
Diciembre TOTAL,H1-R314,ENG-017  EVE-020,ARAÑA DE VELOCIMETRO DE MOTONETA DS 150,entrada,4,Hoja 1 ,314,U
Diciembre TOTAL,H1-R315,ENG-101    EVE-008,ARAÑA DE VELOCIMETRO DE VITALIA 125,entrada,2,Hoja 1 ,315,U
Diciembre TOTAL,H1-R316,EVE-006,ARAÑA DE VELOCIMETRO DE TC200,entrada,2,Hoja 1 ,316,U
Diciembre TOTAL,H1-R317,EVE-007,ARAÑA DE VELOCIMETRO DE RT180,entrada,1,Hoja 1 ,317,U
Diciembre 1,H1-R318,ENG-119   EVE-017,ARAÑA DE VELOCIMETRO DE WS150 WS175,salida,1,Hoja 1 ,318,T
Diciembre TOTAL,H1-R318,ENG-119   EVE-017,ARAÑA DE VELOCIMETRO DE WS150 WS175,entrada,3,Hoja 1 ,318,U
Diciembre TOTAL,H1-R319,REM2154,ARAÑA DE VELOCIMETRO DE WS150 S.P.,entrada,2,Hoja 1 ,319,U
Diciembre TOTAL,H1-R320,ARB-2105-0301,ARBOL DE LEVAS DE VTO LITHIUM XPRESS RYDER CYCLONE,entrada,2,Hoja 1 ,320,U
Diciembre TOTAL,H1-R321,ARB-021,ARBOL DE LEVAS DE ROCKETMAN 250,entrada,1,Hoja 1 ,321,U
Diciembre TOTAL,H1-R322,ARB-023,ARBOL DE LEVAS DE DM-300,entrada,1,Hoja 1 ,322,U
Diciembre TOTAL,H1-R323,ARB-024,ARBOL DE LEVAS DE NITROX-300,entrada,1,Hoja 1 ,323,U
Diciembre TOTAL,H1-R324,P005370,ARBOL DE LEVAS DE VENTO NITROX250,entrada,1,Hoja 1 ,324,U
Diciembre TOTAL,H1-R325,AA101666,ARBOL DE LEVAS DE TRIMOTO BAJAJ,entrada,1,Hoja 1 ,325,U
Diciembre TOTAL,H1-R326,21-5220,ARBOL DE LEVAS DE CROSSMAX250,entrada,1,Hoja 1 ,326,U
Diciembre TOTAL,H1-R327,21-7301,ARBOL DE LEVAS DE CROSSMAX250,entrada,1,Hoja 1 ,327,U
Diciembre TOTAL,H1-R328,ARB-019,ARBOL DE LEVAS DE VORTX-200,entrada,3,Hoja 1 ,328,U
Diciembre TOTAL,H1-R329,ARB-018,ARBOL DE LEVAS V-200,entrada,3,Hoja 1 ,329,U
Diciembre TOTAL,H1-R330,ARB-015,ARBOL DE LEVAS DE 125-FL,entrada,2,Hoja 1 ,330,U
Diciembre TOTAL,H1-R331,REM3701,ARBOL DE LEVAS DE BOXER-150  DISCOVER 125 ST Y M,entrada,4,Hoja 1 ,331,U
Diciembre TOTAL,H1-R335,ARB-002,ARBOL DE LEVAS CARGO 125,entrada,2,Hoja 1 ,335,U
Diciembre TOTAL,H1-R336,ARB-025,ARBOL DE LEVAS DE NAVI-110,entrada,1,Hoja 1 ,336,U
Diciembre TOTAL,H1-R337,189RPE,ARBOL DE LEVAS DE AT110,entrada,4,Hoja 1 ,337,U
Diciembre TOTAL,H1-R338,ARB-SAE-01,ARBOL DE LEVAS DE AT110,entrada,1,Hoja 1 ,338,U
Diciembre TOTAL,H1-R340,ARB-006,ARBOL DE LEVAS DE CARGO GL150,entrada,3,Hoja 1 ,340,U
Diciembre 26,H1-R341,ARB-CGM-01,ARBOL DE LEVAS DE CG150 Y FT125,salida,1,Hoja 1 ,341,N
Diciembre 27,H1-R341,ARB-CGM-01,ARBOL DE LEVAS DE CG150 Y FT125,salida,1,Hoja 1 ,341,P
Diciembre TOTAL,H1-R341,ARB-CGM-01,ARBOL DE LEVAS DE CG150 Y FT125,entrada,6,Hoja 1 ,341,U
Diciembre TOTAL,H1-R342,21-5122,ARBOL DE LEVAS DE FT110,entrada,1,Hoja 1 ,342,U
Diciembre TOTAL,H1-R343,WP0123,ARBOL DE LEVAS DE FT125 Y150,entrada,3,Hoja 1 ,343,U
Diciembre TOTAL,H1-R344,ARB-MT0200,ARBOL DE LEVAS DE FT125 Y150,entrada,1,Hoja 1 ,344,U
Diciembre TOTAL,H1-R345,ARB8-004,ARBOL DE LEVAS DE FT125 Y150,entrada,1,Hoja 1 ,345,U
Diciembre 28,H1-R346,REM64 A64,ARBOL DE LEVAS DE FT125 Y150,salida,1,Hoja 1 ,346,R
Diciembre TOTAL,H1-R346,REM64 A64,ARBOL DE LEVAS DE FT125 Y150,entrada,8,Hoja 1 ,346,U
Diciembre TOTAL,H1-R347,191RPE,ARBOL DE LEVAS DE HONDA CARGO TITAN,entrada,1,Hoja 1 ,347,U
Diciembre TOTAL,H1-R348,21-2275,ARBOL DE LEVAS DE HONDA 150 GL,entrada,1,Hoja 1 ,348,U
Diciembre TOTAL,H1-R349,ARB-017,ARBOL DE LEVAS DE ATV 180 TERRA 150 Y  HOT ROD-150,entrada,3,Hoja 1 ,349,U
Diciembre TOTAL,H1-R350,ARB-020,ARBOL DE LEVAS DE TERRA 150 Y HOT-ROD-150,entrada,1,Hoja 1 ,350,U
Diciembre TOTAL,H1-R352,ARB-GYM-02,ARBOL DE LEVAS DE MOTONETA  DS150,entrada,4,Hoja 1 ,352,U
Diciembre TOTAL,H1-R353,REM85  A85,ARBOL DE LEVAS DE MOTONETA DS150,entrada,2,Hoja 1 ,353,U
Diciembre TOTAL,H1-R354,14100-VTO-300,ARBOL DE LEVAS DE VENTO-300,entrada,1,Hoja 1 ,354,U
Diciembre TOTAL,H1-R355,REM4380,ARBOL DE LEVAS DE VORT-X 250,entrada,2,Hoja 1 ,355,U
Diciembre TOTAL,H1-R356,REM4387,ARBOL DE LEVAS DE VORT-X 300,entrada,2,Hoja 1 ,356,U
Diciembre TOTAL,H1-R357,ARB-022,ARBOL DE LEVAS DE VORT-X 300,entrada,1,Hoja 1 ,357,U
Diciembre TOTAL,H1-R358,,ARBOL DE LEVAS DE PULSAR NS200 DOBLE RANURA,entrada,1,Hoja 1 ,358,U
Diciembre TOTAL,H1-R360,1183,ARBOL DE LEVAS DE PULSAR NS200 UNA RANURA,entrada,1,Hoja 1 ,360,U
Diciembre TOTAL,H1-R362,JF511228,ARBOL DE LEVAS DE PULSAR NS200 CARBURADO,entrada,1,Hoja 1 ,362,U
Diciembre TOTAL,H1-R364,73-975,ARBOL DE LEVAS DE FZ16 2.0,entrada,1,Hoja 1 ,364,U
Diciembre TOTAL,H1-R365,21-1204-001,ARBOL DE LEVAS FZ16,entrada,4,Hoja 1 ,365,U
Diciembre TOTAL,H1-R366,ARB-001,ARBOL DE LEVAS ST70  ST90  DT90,entrada,2,Hoja 1 ,366,U
Diciembre TOTAL,H1-R367,21-5087,ARBOL DE LEVAS ST 70 ST90,entrada,2,Hoja 1 ,367,U
Diciembre TOTAL,H1-R368,MTC511,ARBOL DE LEVAS SUZUKI EN 125,entrada,1,Hoja 1 ,368,U
Diciembre TOTAL,H1-R369,REM2549,ARBOL DE LEVAS SUZUKI EN 125,entrada,2,Hoja 1 ,369,U
Diciembre TOTAL,H1-R370,21-1203,ARBOL DE LEVAS YBR125 EXPRESS,entrada,1,Hoja 1 ,370,U
Diciembre TOTAL,H1-R371,REM1247,ARBOL DE LEVAS YBR125,entrada,6,Hoja 1 ,371,U
Diciembre TOTAL,H1-R372,ARB-005,ARBOL DE LEVAS YBR125,entrada,3,Hoja 1 ,372,U
Diciembre TOTAL,H1-R373,BAF-1301-602,ARNES PRINCIPAL CON ALARMA Y USB WORKMAN 150,entrada,3,Hoja 1 ,373,U
Diciembre TOTAL,H1-R374,ARB-1534-0610,ARNES DE VELOCIMETRO LITHIUM 4.0,entrada,1,Hoja 1 ,374,U
Diciembre TOTAL,H1-R375,32100-Falk-200,ARNES COMPLETO DE FALK-200,entrada,1,Hoja 1 ,375,U
Diciembre TOTAL,H1-R376,ARN-3201-0362,ARNES COMPLETO DE VTO SCREAMER SPORTIVA 250,entrada,1,Hoja 1 ,376,U
Diciembre 28,H1-R377,AS1063,ARNES H4,salida,1,Hoja 1 ,377,R
Diciembre TOTAL,H1-R377,AS1063,ARNES H4,entrada,11,Hoja 1 ,377,U
Diciembre TOTAL,H1-R378,ARN-101,ARNES COMPLETO DE VN WORKMAN-250,entrada,1,Hoja 1 ,378,U
Diciembre TOTAL,H1-R380,ARN-3201-0321,ARNES COMPLETO DE CYCLONE 200,entrada,1,Hoja 1 ,380,U
Diciembre TOTAL,H1-R381,ARN-074,ARNES COMPLETO DE 125FL,entrada,1,Hoja 1 ,381,U
Diciembre TOTAL,H1-R382,ARN-082,ARNES COMPLETO D-125LT,entrada,2,Hoja 1 ,382,U
Diciembre TOTAL,H1-R384,ARN-048,ARNES COMPLETO 150-SZ,entrada,2,Hoja 1 ,384,U
Diciembre TOTAL,H1-R385,ARN-047,ARNES COMPLETO 170Z,entrada,1,Hoja 1 ,385,U
Diciembre TOTAL,H1-R386,CORPARN-170,ARNES COMPLETO DE 200Z,entrada,2,Hoja 1 ,386,U
Diciembre TOTAL,H1-R387,ARN-099,ARNES COMPLETO DE 280-Z,entrada,1,Hoja 1 ,387,U
Diciembre TOTAL,H1-R388,ARN-067,ARNES COMPLETO AT125,entrada,1,Hoja 1 ,388,U
Diciembre TOTAL,H1-R389,ARN-036,ARNES COMPLETO AT110 DE LETS,entrada,1,Hoja 1 ,389,U
Diciembre TOTAL,H1-R391,ARN-052,ARNES COMPLETO ATV-250,entrada,1,Hoja 1 ,391,U
Diciembre TOTAL,H1-R394,ARN-042,ARNES COMPLETO DE 250S-Z 250Z,entrada,1,Hoja 1 ,394,U
Diciembre TOTAL,H1-R395,ARN-004,ARNES COMPLETO DE 90,entrada,7,Hoja 1 ,395,U
Diciembre TOTAL,H1-R396,ARN-068,ARNES COMPLETO DE DM125,entrada,1,Hoja 1 ,396,U
Diciembre TOTAL,H1-R397,ARN-075,ARNES COMPLETO DE DM150SP,entrada,1,Hoja 1 ,397,U
Diciembre TOTAL,H1-R398,ARN-034,ARNES COMPLETO DE DM150,entrada,3,Hoja 1 ,398,U
Diciembre TOTAL,H1-R399,ARN-040,ARNES COMPLETO DE DM200,entrada,1,Hoja 1 ,399,U
Diciembre TOTAL,H1-R400,ARN-070,ARNES COMPLETO DE DM-250,entrada,2,Hoja 1 ,400,U
Diciembre TOTAL,H1-R401,ARN-098,ARNES COMPLETO DE DM300,entrada,1,Hoja 1 ,401,U
Diciembre TOTAL,H1-R402,ARN-061,ARNES COMPLETO DE RC150 GT,entrada,2,Hoja 1 ,402,U
Diciembre TOTAL,H1-R405,ARN-005,ARNES COMPLETO DE FT 150 DT150 FT150GTS,entrada,1,Hoja 1 ,405,U
Diciembre TOTAL,H1-R406,ARN-018,ARNES COMPLETO DE FT110,entrada,1,Hoja 1 ,406,U
Diciembre TOTAL,H1-R407,ARN-MT0125,ARNES COMPLETO DE FT125,entrada,1,Hoja 1 ,407,U
Diciembre TOTAL,H1-R408,ARN-001,ARNES COMPLETO DE FT125,entrada,3,Hoja 1 ,408,U
Diciembre TOTAL,H1-R409,ARN-044,ARNES COMPLETO DE FT125 DT125 FT125TS,entrada,2,Hoja 1 ,409,U
Diciembre TOTAL,H1-R410,ARN-073,ARNES COMPLETO DE DT150SP,entrada,1,Hoja 1 ,410,U
Diciembre TOTAL,H1-R411,ARN-035,ARNES COMPLETO DE DT150 DT125 FT150S,entrada,1,Hoja 1 ,411,U
Diciembre TOTAL,H1-R412,ARN-080,ARNES COMPLETO PARA FT150TS,entrada,1,Hoja 1 ,412,U
Diciembre TOTAL,H1-R413,ARN-076,ARNES COMPLETO DE FT150GTS,entrada,1,Hoja 1 ,413,U
Diciembre TOTAL,H1-R414,ARN-MT0150,ARNES COMPLETO DE FT150,entrada,1,Hoja 1 ,414,U
Diciembre TOTAL,H1-R415,REM845,ARNES COMPLETO DE FT150,entrada,1,Hoja 1 ,415,U
Diciembre TOTAL,H1-R416,465RHF,ARNES COMPLETO DE MOTOCARRO,entrada,1,Hoja 1 ,416,U
Diciembre TOTAL,H1-R417,569RHF,ARNES COMPLETO DE MOTOCARRO DAZON,entrada,1,Hoja 1 ,417,U
Diciembre TOTAL,H1-R418,ARN-014,ARNES COMPLETO DE GS150 CON LETS,entrada,2,Hoja 1 ,418,U
Diciembre TOTAL,H1-R420,REM1550,ARNES COMPLETO DE MOTONETA 150,entrada,2,Hoja 1 ,420,U
Diciembre TOTAL,H1-R422,WP0489,ARNES COMPLETO DE BIT,entrada,2,Hoja 1 ,422,U
Diciembre TOTAL,H1-R423,ARN-038,ARNES COMPLETO DE VITALIA 125,entrada,1,Hoja 1 ,423,U
Diciembre TOTAL,H1-R424,REM3653,ARNES COMPLETO DE VITALIA 125,entrada,2,Hoja 1 ,424,U
Diciembre TOTAL,H1-R426,A1150,ARNES COMPLETO DE WS150,entrada,1,Hoja 1 ,426,U
Diciembre TOTAL,H1-R427,ARN-010,ARNES COMPLETO DE WS150 Y WS175,entrada,1,Hoja 1 ,427,U
Diciembre TOTAL,H1-R428,ARN-M00150,ARNES COMPLETO DS150 2009-2011,entrada,1,Hoja 1 ,428,U
Diciembre TOTAL,H1-R429,ARN-087,ARNES COMPLETO DE VENTO WORKMAN-150,entrada,1,Hoja 1 ,429,U
Diciembre TOTAL,H1-R430,ARN-3201-0370,ARNES COMPLETO DE VENTO WORKMAN-150,entrada,2,Hoja 1 ,430,U
Diciembre TOTAL,H1-R431,ARN-3201-0315,ARNES COMPLETO DE VENTO RYDER 4.0,entrada,1,Hoja 1 ,431,U
Diciembre TOTAL,H1-R432,ARN-086,ARNES COMPLETO DE VENTO RYDER 3.0 150,entrada,1,Hoja 1 ,432,U
Diciembre TOTAL,H1-R433,ARN-085,ARNES COMPLETO DE VENTO FALKON-250,entrada,1,Hoja 1 ,433,U
Diciembre TOTAL,H1-R434,ARN-091,ARNES COMPLETO DE RYDER 5.0-190,entrada,1,Hoja 1 ,434,U
Diciembre TOTAL,H1-R435,ARN-092,ARNES COMPLETO DE ATOM-170,entrada,1,Hoja 1 ,435,U
Diciembre TOTAL,H1-R436,ARN-093,ARNES COMPLETO DE AXUX-170,entrada,1,Hoja 1 ,436,U
Diciembre TOTAL,H1-R437,ARN-094,ARNES COMPLETO DE VENTO CROSSMAX-250,entrada,1,Hoja 1 ,437,U
Diciembre TOTAL,H1-R438,ARN-095,ARNES COMPLETO DE VENTO NITROX-300  Y  NITROX-250,entrada,1,Hoja 1 ,438,U
Diciembre TOTAL,H1-R439,ARN-096,ARNES COMPLETO DE VENTO ALPINA-300,entrada,1,Hoja 1 ,439,U
Diciembre TOTAL,H1-R440,ARN-3201-0312,ARNES COMPLETO DE VENTO LITHIUM 4.0,entrada,1,Hoja 1 ,440,U
Diciembre TOTAL,H1-R441,ARN-097,ARNES COMPLETO DE VENTO OVNI-170,entrada,1,Hoja 1 ,441,U
Diciembre TOTAL,H1-R442,ARN-3201-0301,ARNES COMPLETO DE VENTO XPRESS-150 Y ECLPSE 150,entrada,1,Hoja 1 ,442,U
Diciembre TOTAL,H1-R443,ARN-088,ARNES COMPLETO DE VENTO XPRESS-150 Y ECLPSE 150,entrada,1,Hoja 1 ,443,U
Diciembre TOTAL,H1-R444,ARN-084,ARNES COMPLETO DE VENTO CYCLONE -150,entrada,1,Hoja 1 ,444,U
Diciembre TOTAL,H1-R446,ARN-060,ARNES COMPLETO PARA FT250TS,entrada,1,Hoja 1 ,446,U
Diciembre TOTAL,H1-R447,ARN-063,ARNES COMPLETO DE RT200,entrada,1,Hoja 1 ,447,U
Diciembre TOTAL,H1-R448,ARN-003,ARNES COMPLETO EX 200 y RT200,entrada,1,Hoja 1 ,448,U
Diciembre TOTAL,H1-R449,ARN-046,ARNES COMPLETO FT115,entrada,1,Hoja 1 ,449,U
Diciembre TOTAL,H1-R450,CORPARN-251,ARNES COMPLETO VORT-X 250,entrada,1,Hoja 1 ,450,U
Diciembre TOTAL,H1-R451,CORPARN-254,ARNES COMPLETO DE VORT-X200,entrada,1,Hoja 1 ,451,U
Diciembre TOTAL,H1-R452,ARN-002,ARNES COMPLETO PARA  AT110   GALAXIX,entrada,1,Hoja 1 ,452,U
Diciembre TOTAL,H1-R453,REM2451,ARNES DE 4 PUNTAS PARA REGULADOR DE DS150,entrada,8,Hoja 1 ,453,U
Diciembre TOTAL,H1-R454,,ARNES DE 2 PATAS DE FLASCER,entrada,5,Hoja 1 ,454,U
Diciembre TOTAL,H1-R455,387RXF-CON,ARNES DE 5 PUNTAS DE CDI FT110,entrada,3,Hoja 1 ,455,U
Diciembre 1,H1-R456,391RXF  ARN-0044 ARNCDIDS,ARNES DE 6 PUNTAS DE CDI DE DS150,salida,1,Hoja 1 ,456,T
Diciembre TOTAL,H1-R456,391RXF  ARN-0044 ARNCDIDS,ARNES DE 6 PUNTAS DE CDI DE DS150,entrada,27,Hoja 1 ,456,U
Diciembre TOTAL,H1-R457,388RXF  ARN-0043,ARNES DE 6 PUNTAS DE CDI FT125,entrada,6,Hoja 1 ,457,U
Diciembre TOTAL,H1-R458,ARN-A004,ARNES DE BOTON DE LUCES 2 PUNTAS,entrada,10,Hoja 1 ,458,U
Diciembre TOTAL,H1-R459,ARN-A006,ARNES DE BOTON DE LUCES 4 PUNTAS,entrada,32,Hoja 1 ,459,U
Diciembre TOTAL,H1-R460,ARN-A005,ARNES DE BOTON DE LUSES 3 PUNTAS,entrada,17,Hoja 1 ,460,U
Diciembre TOTAL,H1-R461,ARN-,ARNES DE CALABERA DE WS150 WS175,entrada,15,Hoja 1 ,461,U
Diciembre TOTAL,H1-R462,ARN-027,ARNES DE DIRECCIOAL GS150 Y GTS175 DERECHO,entrada,4,Hoja 1 ,462,U
Diciembre TOTAL,H1-R463,ARN-026,ARNES DE DIRECCIOAL GS150 Y GTS175 IZQUIERDO,entrada,7,Hoja 1 ,463,U
Diciembre TOTAL,H1-R465,ARN-023,ARNES DE ESTOP DE DS150,entrada,3,Hoja 1 ,465,U
Diciembre TOTAL,H1-R466,REM2164,ARNES DE ESTOP,entrada,5,Hoja 1 ,466,U
Diciembre TOTAL,H1-R467,REM3367 A3367,ARNES DE STOP PARA DS150,entrada,1,Hoja 1 ,467,U
Diciembre TOTAL,H1-R468,ARN-041,ARNES DE FARO DE 150Z Y 170Z,entrada,3,Hoja 1 ,468,U
Diciembre TOTAL,H1-R470,2460REM y  A1153,ARNES DE FARO DE FT125 DE METAL,entrada,6,Hoja 1 ,470,U
Diciembre TOTAL,H1-R471,ARN-A001,ARNES DE FARO FT125,entrada,22,Hoja 1 ,471,U
Diciembre TOTAL,H1-R472,ARN-GS150  ARN-DS150,ARNES DE FARO DE GS150,entrada,13,Hoja 1 ,472,U
Diciembre TOTAL,H1-R473,ZOQ-4107-0025,ARNES DE FARO DE WS,entrada,3,Hoja 1 ,473,U
Diciembre TOTAL,H1-R475,REM192,ARNES DE FOCO 150  METAL,entrada,1,Hoja 1 ,475,U
Diciembre TOTAL,H1-R476,REM429,ARNES DE FOCO 70,entrada,8,Hoja 1 ,476,U
Diciembre TOTAL,H1-R477,REM1068  A1138,ARNES DE FOCO DE PELLISCO,entrada,13,Hoja 1 ,477,U
Diciembre TOTAL,H1-R478,REM1055,ARNES DE FOCO H4,entrada,15,Hoja 1 ,478,U
